commit,testscript,usingtime,usingbytes,usinggc,usingallocs,drawtime,drawbytes,drawgc,drawallocs
9df68de0,discrete_histogram.jl,8.264313902,839217198,0.342695625,14054363,9.287466554,1277556789,0.580011381,24179366
9df68de0,dodged_discrete_histogram.jl,8.88673691,839233710,0.349979082,14054363,38.955731127,4936769800,2.714359825,92206696
9df68de0,ellipse.jl,8.479938643,839233710,0.341149605,14054363,9.467983559,1278517644,0.508294069,24157417
9df68de0,dodged_discrete_histogram_horizontal.jl,8.495575008,839218366,0.342152807,14054364,39.365768781,4941976486,2.698848004,92311372
9df68de0,explicit_number_format.jl,8.803125494,839218206,0.349830454,14054362,32.067454384,4278374423,2.023376108,80038066
9df68de0,errorbar.jl,8.756586819,839233710,0.349976727,14054363,38.22550367,4974971532,2.30842868,93013107
9df68de0,explicit_subplot_titles.jl,8.631493015,839219374,0.354802028,14054363,34.488276163,4554974891,2.167298467,85411913
9df68de0,explicit_xy_ticks.jl,8.659004816,839238062,0.348763112,14054363,31.828837684,4264082443,2.024511996,79785748
9df68de0,function_explicit_colors.jl,8.610910933,839219534,0.345572115,14054365,38.243349416,4980021563,2.305368746,92937433
9df68de0,function_layers.jl,8.450589846,839235886,0.349386916,14054363,41.701430398,5249259030,2.887680079,97845541
9df68de0,function_plots.jl,8.747999955,839219374,0.355771852,14054363,39.114104559,5113020825,2.371958932,95470106
9df68de0,grid_line_style.jl,8.512946916,839219374,0.346690811,14054363,32.735105906,4202030969,2.384901609,78406774
9df68de0,gridstack.jl,8.649300791,839233710,0.346729835,14054363,9.611745054,1310733865,0.652345617,24761167
9df68de0,gridstack_empty_args.jl,8.569734552,839218366,0.345361961,14054364,9.179296689,1253113900,0.623509116,23699703
9df68de0,Guide_colorkey.jl,8.463895694,839219374,0.341124165,14054363,36.468087879,4775590806,2.233380789,89193062
9df68de0,grouped_ellipse.jl,8.482830417,839217198,0.340801702,14054363,10.30618977,1293386126,0.727273276,24263402
9df68de0,Guide_shapekey.jl,8.533933085,839217198,0.34728211,14054363,14.034510002,1811304480,0.78486211,34050076
9df68de0,hair.jl,8.846974204,839232542,0.35364918,14054362,9.676600966,1302716481,0.618410576,24621283
9df68de0,hexbin.jl,8.602958094,839225774,0.343641605,14054363,34.151111805,4419610788,2.088343926,83008565
9df68de0,hexbin_dark.jl,8.543220672,839236046,0.347776826,14054365,34.187975143,4398553351,2.121096204,82657972
9df68de0,histogram2d.jl,8.519941648,839233710,0.343247617,14054363,35.567656995,4505663973,2.21860366,84033296
9df68de0,histogram2d_discrete.jl,8.630811557,839216030,0.348850598,14054362,37.441063015,4687860647,2.681299347,87520967
9df68de0,histogram2d_explicit_bins.jl,8.376420317,839234878,0.341126137,14054364,35.712259864,4506150405,2.217468205,84025830
9df68de0,histogram_density.jl,8.479064992,839233710,0.340188276,14054363,38.957965231,4944365712,2.709842716,92717243
9df68de0,histogram_errorbar.jl,8.633982327,839234878,0.357336881,14054364,34.560253074,4403750593,2.51770583,82355337
9df68de0,histogram_explicit_bins.jl,8.41395919,839219374,0.338966255,14054363,32.387913652,4217928495,2.307971015,78862859
9df68de0,histogram_limits.jl,8.462792536,839217198,0.34113173,14054363,9.432751728,1285123515,0.580981963,24305202
9df68de0,hstack_empty_args.jl,8.525952428,839220542,0.346821513,14054364,9.184231484,1255073219,0.634578598,23736620
9df68de0,hstack.jl,8.602004794,839233710,0.347701097,14054363,10.051112873,1323183652,0.638697661,24944380
9df68de0,hstack_empty_vector.jl,8.522510365,839239102,0.348051351,14054364,9.150796736,1254870005,0.618197168,23736752
9df68de0,hvabline.jl,8.918059299,839234878,0.362013634,14054364,9.703745152,1322375753,0.648041076,24984992
9df68de0,hvabline_dates.jl,8.581056429,839240110,0.3398649,14054363,11.388326719,1497871092,0.684690644,28203165
9df68de0,issue82.jl,8.492145027,839234878,0.34580747,14054364,33.574108646,4367939075,2.459256382,81684844
9df68de0,hvabline_docs.jl,8.595206296,839216030,0.346986665,14054362,10.058649017,1357428374,0.60359074,25520318
9df68de0,issue98.jl,8.695032124,839218366,0.358782762,14054364,31.555910639,4243799735,2.003375578,79428282
9df68de0,issue106.jl,8.60237548,839222430,0.347524823,14054362,34.7998892,4405491751,2.468902842,82210354
9df68de0,issue177.jl,8.415172241,839235886,0.343766811,14054363,39.105618054,4975932526,2.284053844,92935321
9df68de0,issue120.jl,8.555112387,839233710,0.348673434,14054363,32.783881503,4256226655,2.444791909,79398807
9df68de0,issue509.jl,8.610186461,839218366,0.346344307,14054364,34.714769798,4495312569,2.069183955,83948460
9df68de0,issue846.jl,8.626801385,839219374,0.355417193,14054363,33.453408139,4227746865,2.364229527,79071629
9df68de0,issue860.jl,8.806794453,839222718,0.352527564,14054364,10.224881415,1373497294,0.631995108,25903900
9df68de0,issue871.jl,8.489601862,839222590,0.343610605,14054364,31.875904388,4261951963,2.064462895,79753256
9df68de0,issue882.jl,8.628251437,839235886,0.349135105,14054363,38.736695629,5099867465,2.387116279,95122138
9df68de0,issue961.jl,8.660366409,839236046,0.351258858,14054365,34.591616877,4492168030,2.172249303,84090964
9df68de0,issue975.jl,8.396178168,839235886,0.342769164,14054363,44.028592469,5825842855,3.078374909,108605050
9df68de0,issue986.jl,8.658523417,839232542,0.352319719,14054362,33.089522341,4423034378,2.136174875,82834982
9df68de0,issue996.jl,8.493998446,839222590,0.342064967,14054364,35.117912991,4538650570,2.147535022,84763468
9df68de0,issue1004.jl,8.451168586,839216030,0.348559253,14054362,35.558639194,4621428232,2.159513989,86291444
9df68de0,issue997.jl,8.535650717,839216030,0.347110739,14054362,12.660464402,1638818758,0.76381597,30668875
9df68de0,issue1005.jl,8.522702709,839234878,0.34235594,14054364,38.792987208,4925248701,2.674634242,91940071
9df68de0,issue1066.jl,8.906746657,839218366,0.345398984,14054364,35.337598419,4710628425,2.235960148,88167108
9df68de0,issue1125.jl,8.4090992,839234878,0.338403382,14054364,10.300162424,1362995709,0.736426994,25524407
9df68de0,keys_with_punctuation.jl,8.499892704,839221550,0.348090459,14054363,36.612003853,4766468285,2.248936185,88972930
9df68de0,jitter.jl,8.608750549,839222590,0.356020187,14054364,33.202077828,4285965410,2.435117139,79916386
9df68de0,lab_gradient.jl,8.599435616,839219374,0.348208889,14054363,9.998130725,1336684385,0.659924862,25252356
9df68de0,label_size.jl,8.660642484,839234878,0.38774799,14054364,11.367968047,1500127891,0.724308868,28238425
9df68de0,labels_corners.jl,8.500947922,839221422,0.343526665,14054363,11.215553082,1514475675,0.668640316,28506970
9df68de0,labels.jl,8.660468018,839239102,0.386943065,14054364,36.771265797,4933071092,2.343601479,102457667
9df68de0,layer_data.jl,8.602840312,839218366,0.34376017,14054364,32.640951786,4261157933,2.381833222,79636036
9df68de0,layer_guide.jl,8.64868817,839220542,0.354788498,14054364,32.177981375,4271127471,2.084289159,79896747
9df68de0,layer_leak.jl,8.539389273,839219374,0.350658198,14054363,39.032353429,5080287413,2.338663026,94895520
9df68de0,layer_order.jl,8.596745596,839237054,0.341313588,14054364,32.229546963,4266788535,2.023570386,79903591
9df68de0,layer_point_default.jl,8.734240328,839237934,0.354913503,14054363,31.882763983,4279527272,2.011455572,80071702
9df68de0,layer_themes.jl,8.614273765,839218366,0.346395651,14054364,32.042628075,4224945383,2.14153984,79063789
9df68de0,layered_subplots.jl,8.560742112,839234878,0.346375491,14054364,34.721118844,4575789819,2.155656409,85818107
9df68de0,levels.jl,8.661457358,839221422,0.350186697,14054363,33.38063374,4431202140,2.121719659,82769746
9df68de0,line_histogram.jl,8.605052472,839221550,0.34942655,14054363,39.518781679,5011352833,2.738476985,93561984
9df68de0,line_linestyle.jl,8.541147962,839226814,0.34337237,14054364,9.451394267,1282268579,0.551546911,24222092
9df68de0,log10_scale_range.jl,8.626782833,839234718,0.350431413,14054362,31.938719647,4279776106,2.010547549,80063122
9df68de0,matrix_lines.jl,8.614756443,839235886,0.342876505,14054363,35.160792888,4581623285,2.159496249,85477014
9df68de0,multi_geom_layer.jl,8.46263742,839217198,0.343744079,14054363,36.80540604,4866055376,2.286136606,90914574
9df68de0,multicolumn_colorkey.jl,8.40849466,839220254,0.343519128,14054362,38.139687329,4759926584,2.731032646,88597262
9df68de0,nan_skipping.jl,8.576411506,839216030,0.339204631,14054362,36.960487041,4857605128,2.304263904,90835102
9df68de0,negative_positive_stacked_bar.jl,8.451854082,839239102,0.345030235,14054364,11.684714648,1548366228,0.718335069,29159109
9df68de0,negative_stacked_bar.jl,8.487455263,839217198,0.344975196,14054363,10.33976498,1358102780,0.631528273,25622776
9df68de0,noticks.jl,8.554601323,839217198,0.342709886,14054363,28.47295691,3942405731,1.922261968,73797945
9df68de0,ordered_line.jl,8.521534914,839221422,0.345640651,14054363,32.353162189,4314327297,2.025989704,80630787
9df68de0,percent.jl,8.55508943,839233710,0.34496924,14054363,32.942069117,4359573910,2.062777443,81537934
9df68de0,point_color_categorical.jl,8.729471658,839224766,0.348546444,14054364,36.378678314,4767455291,2.217642831,89009132
9df68de0,point_color_explicit.jl,8.54825166,839235886,0.34460066,14054363,32.070407019,4238803453,2.027041848,79226760
9df68de0,point_color_numerical.jl,8.594000562,839218366,0.344728519,14054364,35.036739845,4556352799,2.161753319,85016630
9df68de0,point_color_shape_size.jl,8.70822373,839219374,0.345286521,14054363,35.873143374,4712977966,2.215393906,87965778
9df68de0,point_shape_categorical.jl,8.464797141,839218366,0.340070071,14054364,36.201386979,4765991133,2.204984736,89010998
9df68de0,point_shape_coord.jl,8.599296037,839237934,0.347452945,14054363,9.828360989,1344912762,0.564485095,25403286
9df68de0,point_shape_explicit.jl,8.608062575,839233710,0.346612368,14054363,35.894795647,4779420240,2.191501622,89194697
9df68de0,point_shape_numerical.jl,8.478910992,839222590,0.346199603,14054364,36.814130355,4822684904,2.212285934,90018615
9df68de0,point_size_categorical.jl,8.634849941,839216030,0.347161307,14054362,32.54583984,4324615527,2.05217122,80922385
9df68de0,point_size_explicit.jl,8.664390589,839233710,0.350433407,14054363,32.123494257,4293328634,2.043253591,80289881
9df68de0,point_size_numerical.jl,8.647757883,839217198,0.35012362,14054363,32.029520201,4280317515,2.037020175,80049335
9df68de0,polygon.jl,8.428737943,839237934,0.340088652,14054363,32.801815218,4391701769,2.066674195,82211221
9df68de0,points.jl,8.562824253,839217198,0.347844078,14054363,32.96587291,4203514078,2.414752128,78444261
9df68de0,raster.jl,8.463634105,839219374,0.349452922,14054363,36.336753141,4495762186,2.558104228,83794434
9df68de0,rectbin.jl,8.927901057,839240110,0.353794784,14054363,9.697767247,1320483189,0.533105964,24930645
9df68de0,ribbon.jl,8.448832118,839239102,0.346059091,14054364,35.351936304,4558834333,2.535538712,85152806
9df68de0,rug.jl,8.670493866,839217198,0.353917384,14054363,33.066409365,4406272291,2.075350171,82386660
9df68de0,scale_alpha_continuous.jl,8.573274927,839223598,0.344762401,14054363,10.104341727,1351910718,0.668012553,25518608
9df68de0,scale_color_asinh.jl,8.53025835,839217198,0.349868477,14054363,35.07430386,4561861102,2.176840896,85146004
9df68de0,scale_alpha_discrete.jl,8.572519962,839233710,0.347038746,14054363,13.410338101,1720430031,0.767141193,32340530
9df68de0,scale_color_log.jl,8.734774769,839220382,0.347115668,14054362,34.626157704,4559567169,2.134200132,85087599
9df68de0,scale_color_log2.jl,8.549847621,839235886,0.350919157,14054363,34.921236786,4558959025,2.181241882,85084402
9df68de0,scale_color_log10.jl,8.596754797,839233710,0.35762281,14054363,35.11334019,4558952193,2.182246001,85084306
9df68de0,scale_color_sqrt.jl,8.970922888,839239102,0.358118924,14054364,34.887331959,4558315753,2.169317819,85080528
9df68de0,single_boxplot.jl,8.575175593,839208862,0.34803313,14053842,35.427228134,4720199779,2.249892168,88357570
9df68de0,shape_hvline.jl,8.659909861,839204078,0.352661307,14053781,11.3351137,1520612489,0.703281518,28641720
9df68de0,single_datetime.jl,8.61016577,839217710,0.348883885,14054373,32.970001816,4387268291,2.042124537,82065687
9df68de0,single_violin.jl,8.581086452,839236398,0.346633449,14054373,34.770793487,4649621039,2.161318991,86890694
9df68de0,smooth_lm.jl,8.522990404,839224110,0.348234496,14054373,40.178545682,5475222839,2.688806732,102182638
9df68de0,spy.jl,8.623061647,839221054,0.348249512,14054374,34.299739454,4426526868,2.157959954,82667359
9df68de0,stacked_continuous_histogram.jl,8.62098139,839222062,0.346072672,14054373,39.513559672,4969683113,2.718040156,92880471
9df68de0,stacked_discrete_histogram.jl,8.669759581,839235390,0.344345146,14054374,39.715215602,4973401241,2.724333565,92887419
9df68de0,stacked_discrete_histogram_horizontal.jl,8.721388573,839225278,0.352968469,14054374,40.591255728,4978011911,2.724676093,92992086
9df68de0,stat_binmean.jl,8.774998638,839249566,0.358738025,14054372,12.239365648,1540019274,0.787854681,28923303
9df68de0,stat_qq.jl,8.969505734,839229502,0.353515256,14054374,9.780718425,1334904202,0.665420104,24966601
9df68de0,stat_dodge.jl,8.734878596,839222062,0.343772793,14054373,13.100591675,1629043740,0.798785943,30618327
9df68de0,static_label_layout.jl,8.821739341,839217710,0.35017365,14054373,9.672269412,1315889860,0.654030078,24860678
9df68de0,step.jl,8.440051456,839236398,0.337833894,14054373,39.683310293,4978008082,2.89168043,92789731
9df68de0,subplot_categorical_bar.jl,8.825621671,839233054,0.360132275,14054372,35.125970547,4511471643,2.209448322,84628937
9df68de0,subplot_grid.jl,8.938387746,839235390,0.359060258,14054374,38.861188111,4766344684,2.820809121,89354424
9df68de0,subplot_grid_free_axis.jl,8.922888293,839219886,0.356497045,14054373,38.833473716,4821845353,2.855885061,90397943
9df68de0,subplot_grid_free_y_1.jl,8.907950209,839224110,0.357305888,14054373,36.09289902,4545088067,2.541158059,84587734
9df68de0,subplot_grid_free_y_2.jl,8.688977031,839217710,0.349883314,14054373,42.208648104,5209545807,2.84478443,97648047
9df68de0,subplot_grid_histogram.jl,8.718738993,839217710,0.356131174,14054373,35.227554753,4459081704,2.564576919,83711125
9df68de0,subplot_grid_smooth.jl,8.902070322,839224110,0.359272012,14054373,41.820984359,5530919886,2.752626285,103551146
9df68de0,subplot_layer_data.jl,8.657227705,839217710,0.34711853,14054373,34.596393221,4545021068,2.168933448,85259557
9df68de0,subplot_scales.jl,8.600771814,839235230,0.350839664,14054372,39.927126773,5159279878,2.399493547,96562963
9df68de0,subplot_layers.jl,8.576782175,839217710,0.358116289,14054373,43.425640306,5701710747,3.0197541,106691338
9df68de0,Theme_plot_padding.jl,8.536567995,839235390,0.339731972,14054374,10.141969808,1365439287,0.557376522,25750834
9df68de0,timeseries_colorful.jl,8.794685431,839234222,0.353868497,14054373,39.230554647,4876824688,2.790317445,90949185
9df68de0,timeseries_day.jl,8.468400161,839225278,0.341542009,14054374,34.637015385,4427617324,2.275271299,82591022
9df68de0,timeseries_month.jl,8.894017851,839217710,0.353796886,14054373,35.412985123,4424885029,2.593928866,82563590
9df68de0,timeseries_year_1.jl,8.542906228,839217710,0.349126296,14054373,35.476806922,4421063503,2.644550756,82513533
9df68de0,timeseries_year_2.jl,8.866273938,839221054,0.365960836,14054374,35.120210981,4416446831,2.553064652,82398539
9df68de0,timeseries_year_3.jl,8.82233218,839236398,0.355918782,14054373,34.73924426,4427988557,2.579051864,82636168
9df68de0,title.jl,8.776528761,839219886,0.350871301,14054373,9.668168373,1327130960,0.53669493,25066162
9df68de0,unitful_basic.jl,8.950411364,839222062,0.351948114,14054373,16.813895204,1980097341,0.983270361,37094743
9df68de0,unitful_color.jl,8.585490775,839221054,0.342618538,14054374,12.509074829,1568407409,0.795966158,29527187
9df68de0,unitful_geoms.jl,8.501764022,839234222,0.345207442,14054373,13.967322986,1689117895,0.852189499,31751085
9df68de0,vector.jl,8.680493355,839219886,0.351349261,14054373,9.918165563,1311750960,0.657800812,24715703
9df68de0,violin.jl,8.558964413,839222062,0.343682312,14054373,43.737722371,5345569547,3.138198543,99725654
9df68de0,vstack.jl,8.514653609,839217710,0.338989934,14054373,9.812729757,1327471802,0.619104188,24944783
9df68de0,vstack_empty_args.jl,9.070959124,839239614,0.358571405,14054374,9.189172137,1254828059,0.625975235,23737002
9df68de0,vstack_empty_vector.jl,8.652785371,839217710,0.34756077,14054373,8.3607353,1254801853,0.587767032,23737305
9df68de0,wide_form.jl,8.517829718,839219886,0.346668706,14054373,32.189485975,4837078022,2.475590619,90112440
ec2e1a30,array_aesthetics.jl,19.574568688,872259115,0.385819095,14668390,32.535677668,4345667900,2.138095383,81248843
ec2e1a30,aspect_ratio.jl,19.508531188,872244267,0.388860623,14668385,33.688049363,4449115131,2.15284172,83134722
ec2e1a30,array_of_arrays.jl,19.613537066,872257947,0.386567261,14668389,37.230456405,4818828904,2.302398397,89868653
ec2e1a30,auto_enumerate.jl,8.652046794,839357870,0.344783382,14056170,35.755557453,4650708810,2.228276105,86934301
ec2e1a30,beeswarm.jl,8.667519721,839377438,0.343483448,14056169,33.45635968,4210323987,2.361459259,78747681
ec2e1a30,boxplot.jl,8.567683398,839363102,0.337703611,14056169,38.747014744,4843742129,2.84402321,90514726
ec2e1a30,boxplot_no_aesy.jl,8.673896648,839357870,0.344062984,14056170,35.631955545,4529911161,2.590181086,84612154
ec2e1a30,color_bar.jl,8.545991475,839357870,0.342544768,14056170,12.37175617,1629781265,0.758567837,30615544
ec2e1a30,boxplot_nonstandard.jl,9.315485468,839377726,0.361203607,14056171,37.34475302,4727957277,2.743512773,88276371
ec2e1a30,colored_boxplot.jl,9.091126648,839373214,0.359451259,14056169,12.241308817,1544650266,0.841639005,29101715
ec2e1a30,colored_ribbon.jl,8.660515609,839356702,0.349343248,14056169,40.324507988,4986191094,2.806089973,92984753
ec2e1a30,colored_points.jl,8.83149491,839374382,0.357630214,14056170,38.218668201,4722400896,2.706554358,87976166
ec2e1a30,colored_smooth_lm.jl,8.882905804,839360046,0.351582283,14056170,45.092993597,5947245965,2.987591817,110877332
ec2e1a30,colorful_density.jl,8.857958517,839377438,0.352622993,14056169,43.698504537,5314127262,2.975104884,99113005
ec2e1a30,colorful_hist.jl,8.491208427,839356702,0.345106099,14056169,41.007836249,4944280664,2.851099726,92659784
ec2e1a30,continuous_color_scale_range.jl,9.403878779,839389726,0.37894279,14056169,36.111845366,4565617473,2.255673588,85199842
ec2e1a30,continuous_scale_range.jl,8.666316759,839357870,0.347064786,14056170,32.406906151,4286975501,2.059471267,80174958
ec2e1a30,contour_color_none.jl,8.522911715,839376558,0.344641858,14056170,33.295635472,4374556724,2.086959681,81720376
ec2e1a30,contour_dataframe.jl,8.635146867,839374382,0.349204801,14056170,41.00510743,5228096022,2.881684121,98069150
ec2e1a30,contour_function.jl,8.594825051,839364270,0.343840793,14056170,37.206227462,4852524735,2.274729579,90618197
ec2e1a30,contour_layers.jl,8.525590129,839374382,0.344363045,14056170,39.158196535,5110689110,2.427163315,95631148
ec2e1a30,contour_matrix.jl,8.552333295,839358878,0.344226367,14056169,36.587295765,4791927705,2.222680983,89427299
ec2e1a30,coord_limits.jl,8.581865837,839360046,0.346351245,14056170,9.52398607,1269994104,0.640005547,24016708
ec2e1a30,date_bar.jl,8.570536116,839374382,0.350618157,14056170,33.121164581,4419405750,2.075627436,82678408
ec2e1a30,custom_themes.jl,8.603590632,839360046,0.364262209,14056170,32.329573292,4165482664,2.342468389,77722260
ec2e1a30,density.jl,8.620246556,839360926,0.346084366,14056169,38.913411226,4988357439,2.629222604,93335297
ec2e1a30,density2d.jl,8.688787215,839376558,0.351523367,14056170,39.246869165,5196533873,2.512009468,96696475
ec2e1a30,density_dark.jl,8.444512837,839360046,0.339726976,14056170,0.237951581,49373132,0.015765691,1099305
ec2e1a30,discrete_bar.jl,8.538060021,839356702,0.343822536,14056169,33.648731596,4336348762,2.480936662,81137853
ec2e1a30,discrete_bar_horizontal.jl,8.503772991,839363102,0.344667616,14056169,33.699777901,4334431565,2.480543365,81124348
ec2e1a30,discrete_bar_horizontal_spacing.jl,8.489824744,839362094,0.345388267,14056170,34.002115401,4335438201,2.4942471,81145620
ec2e1a30,discrete_color_hue.jl,8.644676461,839363102,0.349489833,14056169,36.483618941,4760999907,2.19744868,88810766
ec2e1a30,discrete_color_manual.jl,8.630559097,839375390,0.344426948,14056169,38.145650941,4945336591,2.302378213,92349836
ec2e1a30,discrete_histogram.jl,8.517751747,839356702,0.342081673,14056169,9.352876237,1277437909,0.575882934,24179080
ec2e1a30,dodged_discrete_histogram.jl,8.509478235,839358878,0.345438726,14056169,38.859521103,4941377571,2.693713032,92300529
ec2e1a30,ellipse.jl,8.647640394,839356702,0.34703645,14056169,9.455159802,1278018476,0.496653167,24157447
ec2e1a30,dodged_discrete_histogram_horizontal.jl,8.447621817,839356702,0.339113449,14056169,39.238584386,4945662321,2.672669284,92405175
ec2e1a30,explicit_number_format.jl,8.54641186,839377438,0.345787943,14056169,32.276210716,4288864374,2.064085997,80205633
ec2e1a30,explicit_subplot_titles.jl,8.429043738,839356702,0.344911144,14056169,34.438834361,4565157552,2.173261782,85582335
ec2e1a30,errorbar.jl,8.582405056,839357870,0.346317784,14056170,38.253482839,4984426255,2.340275663,93187052
ec2e1a30,explicit_xy_ticks.jl,8.59829694,839362094,0.360935512,14056170,31.915240023,4274154026,2.023445505,79953228
ec2e1a30,function_explicit_colors.jl,8.61646454,839358878,0.368404367,14056169,38.213504568,4990875062,2.307122589,93102840
ec2e1a30,function_layers.jl,8.629895641,839357870,0.366528902,14056170,41.631727826,5258459509,2.906511071,98014690
ec2e1a30,function_plots.jl,8.582887351,839356702,0.340334245,14056169,39.245458202,5122149556,2.401961945,95635441
ec2e1a30,grid_line_style.jl,8.461040766,839360926,0.348170678,14056169,32.616179987,4210975806,2.427255581,78571043
ec2e1a30,gridstack.jl,8.45114803,839362222,0.346631704,14056170,9.627115554,1310762153,0.646230595,24761191
ec2e1a30,gridstack_empty_args.jl,8.575915516,839360926,0.337691449,14056169,9.171180669,1252897580,0.573908841,23699722
ec2e1a30,Guide_colorkey.jl,8.465712468,839373214,0.338396863,14056169,36.615039734,4784960549,2.228059585,89360584
ec2e1a30,grouped_ellipse.jl,8.546890899,839361054,0.341402591,14056169,10.246580812,1292337886,0.721631531,24263420
ec2e1a30,Guide_shapekey.jl,8.466507249,839356702,0.336068872,14056169,13.92527,1812005600,0.783772514,34050060
ec2e1a30,hair.jl,8.789292354,839375550,0.353636396,14056171,9.644862755,1302375633,0.574795806,24621346
ec2e1a30,hexbin.jl,8.664529698,839357870,0.346132702,14056170,34.291995832,4428099897,2.083729479,83145680
ec2e1a30,hexbin_dark.jl,8.517767007,839374382,0.347505244,14056170,34.108320114,4404866921,2.082144971,82745604
ec2e1a30,histogram2d.jl,8.621410098,839360046,0.343655201,14056170,35.331811515,4513014521,2.200890466,84167790
ec2e1a30,histogram2d_discrete.jl,8.489759745,839360046,0.347218265,14056170,37.234089938,4697315626,2.678620827,87669830
ec2e1a30,histogram2d_explicit_bins.jl,8.441369743,839395118,0.339568427,14056170,35.482217091,4512899497,2.20005303,84160437
ec2e1a30,histogram_density.jl,8.658357318,839359038,0.351321693,14056171,39.098809747,4951271211,2.660478124,92811120
ec2e1a30,histogram_errorbar.jl,8.627687469,839356702,0.350667609,14056169,34.488927758,4411726243,2.537222895,82512627
ec2e1a30,histogram_explicit_bins.jl,8.489487744,839357870,0.346173723,14056170,32.797283763,4222308922,2.475078904,78956628
ec2e1a30,histogram_limits.jl,8.509767204,839362094,0.341287084,14056170,9.449939338,1284963259,0.597164648,24305221
ec2e1a30,hstack_empty_args.jl,8.455396149,839360046,0.344420359,14056170,9.124668077,1254730931,0.638627415,23736649
ec2e1a30,hstack.jl,8.532635243,839376558,0.342624764,14056170,10.203689007,1323163620,0.715465565,24944408
ec2e1a30,hstack_empty_vector.jl,8.574681137,839375390,0.350808663,14056169,9.105919299,1255206181,0.624787475,23736769
ec2e1a30,hvabline.jl,8.8187955,839360046,0.358979962,14056170,9.645758074,1322410857,0.6576317,24985021
ec2e1a30,hvabline_dates.jl,8.466887901,839380782,0.344025958,14056170,11.419537179,1496273732,0.672669003,28203150
ec2e1a30,issue82.jl,8.528073785,839373214,0.344853129,14056169,33.612560323,4374531893,2.444465258,81793341
